stationcode,name,is_installed,capacity,numdocksavailable,numbikesavailable,mechanical,ebike,is_renting,is_returning,duedate,coordonnees_geo,nom_arrondissement_communes,code_insee_commune,station_opening_hours
11113,Richard Lenoir - Republique,OUI,58,42,13,9,4,OUI,OUI,2026-02-07T22:04:15+00:00,"{'lon': 2.3692541, 'lat': 48.8667175}",Paris,75056,
31102,Boissière - Etienne Dolet,OUI,21,14,4,1,3,OUI,OUI,2026-02-07T22:04:02+00:00,"{'lon': 2.4677312, 'lat': 48.876111}",Montreuil,93048,
15104,Hôpital Européen Georges Pompidou,OUI,78,17,61,61,0,OUI,OUI,2026-02-07T22:02:16+00:00,"{'lon': 2.2753742337227, 'lat': 48.837695319163}",Paris,75056,
2111,Chabanais - Petits Champs,OUI,30,7,22,14,8,OUI,OUI,2026-02-07T22:04:14+00:00,"{'lon': 2.336716018617153, 'lat': 48.86703740186721}",Paris,75056,
14003,Schoelcher - Raspail,OUI,50,45,5,4,1,OUI,OUI,2026-02-07T22:02:59+00:00,"{'lon': 2.3312794080411474, 'lat': 48.83681733526843}",Paris,75056,
18022,Marcadet - Barbès,OUI,37,27,10,3,7,OUI,OUI,2026-02-07T22:04:33+00:00,"{'lon': 2.3490573929687, 'lat': 48.890451120965}",Paris,75056,
5018,Mutualité,OUI,37,7,29,24,5,OUI,OUI,2026-02-07T22:04:45+00:00,"{'lon': 2.3502873256803, 'lat': 48.848225572724}",Paris,75056,
21209,Molière - République,OUI,30,28,2,1,1,OUI,OUI,2026-02-07T21:57:43+00:00,"{'lon': 2.3145738624448158, 'lat': 48.81111581390707}",Montrouge,92049,
14138,Porte de Vanves,OUI,32,27,4,1,3,OUI,OUI,2026-02-07T21:57:53+00:00,"{'lon': 2.3056878894567, 'lat': 48.828012849445}",Paris,75056,
14012,Sibelle - Alésia,OUI,37,30,7,2,5,OUI,OUI,2026-02-07T22:01:28+00:00,"{'lon': 2.3384983465075493, 'lat': 48.826701758539215}",Paris,75056,
12114,Victor Hugo - Jeanne Jugan,OUI,28,19,8,6,2,OUI,OUI,2026-02-07T22:00:14+00:00,"{'lon': 2.415081394834419, 'lat': 48.843949064031825}",Paris,75056,
8045,Place de la Reine Astrid,OUI,58,39,17,12,5,OUI,OUI,2026-02-07T22:03:15+00:00,"{'lon': 2.3025491823859, 'lat': 48.864920982538}",Paris,75056,
41209,Cimetière de Fontenay-sous-Bois,OUI,15,15,0,0,0,OUI,OUI,2026-02-07T21:59:09+00:00,"{'lon': 2.4787822365760808, 'lat': 48.84706173362218}",Fontenay-sous-Bois,94033,
19103,Manin - Carrières d'Amérique,OUI,20,18,1,0,1,OUI,OUI,2026-02-07T22:03:14+00:00,"{'lon': 2.3919698596001, 'lat': 48.884672142095}",Paris,75056,
14008,Mouton Duvernet - Général Leclerc,OUI,28,20,7,4,3,OUI,OUI,2026-02-07T22:02:02+00:00,"{'lon': 2.3293121159077, 'lat': 48.831632518293}",Paris,75056,
5203,Victor Cousin - Cujas,OUI,19,13,3,2,1,OUI,OUI,2026-02-07T21:59:24+00:00,"{'lon': 2.3424898070094, 'lat': 48.847909849567}",Paris,75056,
4016,Lobau - Hôtel de Ville,OUI,60,7,46,41,5,OUI,OUI,2026-02-07T22:04:34+00:00,"{'lon': 2.3532536, 'lat': 48.8562118}",Paris,75056,
15133,Saint Lambert - Blomet,OUI,27,8,18,16,2,OUI,OUI,2026-02-07T22:04:04+00:00,"{'lon': 2.2930556908249855, 'lat': 48.83659148147257}",Paris,75056,
15106,Grenelle - Violet,OUI,35,1,32,29,3,OUI,OUI,2026-02-07T22:04:10+00:00,"{'lon': 2.294612042605877, 'lat': 48.84993035512154}",Paris,75056,
35010,Hoche - Jean Lolive,OUI,24,2,17,4,13,OUI,OUI,2026-02-07T22:04:37+00:00,"{'lon': 2.4028435349464, 'lat': 48.891102392008}",Pantin,93055,
5124,Erasme - Ulm,OUI,24,21,3,0,3,OUI,OUI,2026-02-07T22:02:27+00:00,"{'lon': 2.3445946723222733, 'lat': 48.84264375274712}",Paris,75056,
22203,Tertres - Fontaine,OUI,28,24,4,0,4,OUI,OUI,2026-02-07T21:56:58+00:00,"{'lon': 2.306235730648041, 'lat': 48.787553654715644}",Bagneux,92007,
14106,Marc Sangnier - Porte de Vanves,OUI,21,18,3,1,2,OUI,OUI,2026-02-07T21:58:45+00:00,"{'lon': 2.3107116669416428, 'lat': 48.825218683556734}",Paris,75056,
41202,Gare Rer de Fontenay sous Bois,OUI,61,52,7,7,0,OUI,OUI,2026-02-07T22:03:28+00:00,"{'lon': 2.4630465, 'lat': 48.8436279}",Fontenay-sous-Bois,94033,
18046,Etienne Jodelle - Saint Ouen,OUI,33,21,12,1,11,OUI,OUI,2026-02-07T22:04:03+00:00,"{'lon': 2.326124420314341, 'lat': 48.88794016394694}",Paris,75056,
42021,Raspail - Manufacture des Oeillets,OUI,32,9,23,18,5,OUI,OUI,2026-02-07T22:03:37+00:00,"{'lon': 2.3903009, 'lat': 48.8094458}",Ivry-sur-Seine,94041,
22406,Guy Môquet - Etienne Dolet,OUI,23,1,21,16,5,OUI,OUI,2026-02-07T22:04:37+00:00,"{'lon': 2.298078276995073, 'lat': 48.81527009991819}",Malakoff,92046,
1119,Cossonnerie - Sébastopol,OUI,24,10,14,8,6,OUI,OUI,2026-02-07T21:57:28+00:00,"{'lon': 2.349419631063938, 'lat': 48.86132665908402}",Paris,75056,
8054,Bertie Albrecht - Hoche,OUI,32,22,10,6,4,OUI,OUI,2026-02-07T22:01:19+00:00,"{'lon': 2.301303138307601, 'lat': 48.87614039826388}",Paris,75056,
31003,Paris - Emile Zola,OUI,30,24,6,2,4,OUI,OUI,2026-02-07T22:04:02+00:00,"{'lon': 2.4186685681343083, 'lat': 48.854898095789295}",Montreuil,93048,
15109,Cevennes - Bergers,OUI,29,4,24,24,0,OUI,OUI,2026-02-07T22:03:35+00:00,"{'lon': 2.281037718057633, 'lat': 48.84240765130395}",Paris,75056,
22402,Jean Jaurès - Salvador Allende,OUI,43,40,3,0,3,OUI,OUI,2026-02-07T21:59:09+00:00,"{'lon': 2.3026576638221745, 'lat': 48.821475594736775}",Malakoff,92046,
10042,Enghien - Faubourg Poissonnière,OUI,33,11,21,20,1,OUI,OUI,2026-02-07T22:04:03+00:00,"{'lon': 2.3483952362828, 'lat': 48.872420063053}",Paris,75056,
9116,Victoire - Chaussée d'Antin,OUI,24,14,9,7,2,OUI,OUI,2026-02-07T22:04:21+00:00,"{'lon': 2.3316738009452824, 'lat': 48.875065791004396}",Paris,75056,
17203,Place de la Porte de Champeret,OUI,28,16,12,9,3,OUI,OUI,2026-02-07T22:03:41+00:00,"{'lon': 2.2917001576821, 'lat': 48.886062068226}",Paris,75056,
1020,Cambon - Rivoli,OUI,40,21,14,8,6,OUI,OUI,2026-02-07T22:04:43+00:00,"{'lon': 2.3251800647137, 'lat': 48.866143390992}",Paris,75056,
42014,Place Marcel Cachin,OUI,32,7,23,20,3,OUI,OUI,2026-02-07T22:04:05+00:00,"{'lon': 2.39090770483017, 'lat': 48.81411442356866}",Ivry-sur-Seine,94041,
17013,Legendre - Dulong,OUI,23,11,11,8,3,OUI,OUI,2026-02-07T21:59:52+00:00,"{'lon': 2.316423766314984, 'lat': 48.885325169402904}",Paris,75056,
21005,Hôtel de Ville de Boulogne Billancourt,OUI,26,16,10,3,7,OUI,OUI,2026-02-07T22:02:30+00:00,"{'lon': 2.2416803240776, 'lat': 48.834958851668}",Boulogne-Billancourt,92012,
32604,Square du Théâtre du Garde-Chasse,OUI,50,44,2,0,2,OUI,OUI,2026-02-07T22:01:20+00:00,"{'lon': 2.420119643211365, 'lat': 48.881287375060616}",Les Lilas,93045,
8028,Arsène Houssaye - Champs-Elysées,OUI,52,0,0,0,0,NON,NON,2026-02-07T22:02:39+00:00,"{'lon': 2.2977904602885, 'lat': 48.873409276267}",Paris,75056,
15021,Joseph Liouville - Croix Nivert,OUI,64,16,45,39,6,OUI,OUI,2026-02-07T22:03:02+00:00,"{'lon': 2.297508493065834, 'lat': 48.844835471244416}",Paris,75056,
14124,David Weill - Parc Montsouris,OUI,22,15,6,1,5,OUI,OUI,2026-02-07T22:04:44+00:00,"{'lon': 2.333725690841675, 'lat': 48.821092374256104}",Paris,75056,
9010,Rochechouart lamartine,OUI,24,16,6,5,1,OUI,OUI,2026-02-07T22:02:54+00:00,"{'lon': 2.344393021854, 'lat': 48.876719895109}",Paris,75056,
15110,Place Robert Guillemard,OUI,24,18,6,5,1,OUI,OUI,2026-02-07T22:03:14+00:00,"{'lon': 2.2811267160086417, 'lat': 48.836191728066666}",Paris,75056,
18028,Championnet - Vauvenargues,OUI,33,27,5,2,3,OUI,OUI,2026-02-07T22:02:54+00:00,"{'lon': 2.3319872841238976, 'lat': 48.89401874744574}",Paris,75056,
21006,Marcelin Berthelot,OUI,27,16,10,8,2,OUI,OUI,2026-02-07T22:03:31+00:00,"{'lon': 2.233161628246308, 'lat': 48.8415473058801}",Boulogne-Billancourt,92012,
18009,Jean-François Lépine - Stephenson,OUI,22,12,10,3,7,OUI,OUI,2026-02-07T22:03:59+00:00,"{'lon': 2.356855627529275, 'lat': 48.88611466796807}",Paris,75056,
44013,Edouard Tremblay - Julian Grimaux,OUI,30,29,1,0,1,OUI,OUI,2026-02-07T21:59:33+00:00,"{'lon': 2.3723508417606, 'lat': 48.781383825117}",Vitry-sur-Seine,94081,
17033,Carnot - Général Lanrezac,OUI,30,26,4,1,3,OUI,OUI,2026-02-07T22:02:47+00:00,"{'lon': 2.2938242935036, 'lat': 48.875443870736}",Paris,75056,
20131,Repos - Cimetière du Père Lachaise,OUI,33,30,3,2,1,OUI,OUI,2026-02-07T22:03:11+00:00,"{'lon': 2.3896131366845, 'lat': 48.859358523593}",Paris,75056,
16030,Place de Barcelone - Mirabeau,OUI,55,8,47,44,3,OUI,OUI,2026-02-07T22:03:47+00:00,"{'lon': 2.2735664248466, 'lat': 48.847623027364}",Paris,75056,
21015,Nationale - Place Jules Guesde,OUI,23,11,8,3,5,OUI,OUI,2026-02-07T22:02:11+00:00,"{'lon': 2.2416052222251897, 'lat': 48.82753962462998}",Boulogne-Billancourt,92012,
16136,Théophile Gautier - François Millet,OUI,30,10,20,17,3,OUI,OUI,2026-02-07T22:03:19+00:00,"{'lon': 2.273029983043671, 'lat': 48.85034821320644}",Paris,75056,
44003,Gabriel Péri - Danielle Casanova,OUI,20,3,16,11,5,OUI,OUI,2026-02-07T22:03:04+00:00,"{'lon': 2.4025777, 'lat': 48.790114}",Vitry-sur-Seine,94081,
16008,Galilée - Kléber,OUI,32,26,6,0,6,OUI,OUI,2026-02-07T22:02:46+00:00,"{'lon': 2.2907813801148, 'lat': 48.867411865714}",Paris,75056,
15034,Lakanal - Commerce,OUI,53,1,45,41,4,OUI,OUI,2026-02-07T22:04:45+00:00,"{'lon': 2.294059172272682, 'lat': 48.84442462786544}",Paris,75056,
11105,Parmentier - République,OUI,50,22,26,19,7,OUI,OUI,2026-02-07T22:04:11+00:00,"{'lon': 2.3750124, 'lat': 48.8644954}",Paris,75056,
5028,Censier - Jardin des Plantes,OUI,28,4,23,18,5,OUI,OUI,2026-02-07T22:00:54+00:00,"{'lon': 2.355475388467312, 'lat': 48.84107178161383}",Paris,75056,
20134,Lieutenant Chauré - Etienne Marey,OUI,20,14,4,0,4,OUI,OUI,2026-02-07T22:01:47+00:00,"{'lon': 2.405970990657807, 'lat': 48.86746195408435}",Paris,75056,
48010,Karl Marx,OUI,16,15,1,1,0,OUI,OUI,2026-02-07T22:00:26+00:00,"{'lon': 2.3646667979455587, 'lat': 48.784527937293184}",Villejuif,94076,
8056,Beaujon - Wagram,OUI,29,24,4,1,3,OUI,OUI,2026-02-07T22:02:15+00:00,"{'lon': 2.2964416444302, 'lat': 48.875352455985}",Paris,75056,
20115,Louis Lumière - Porte de Bagnolet,OUI,20,20,0,0,0,OUI,OUI,2026-02-07T22:00:16+00:00,"{'lon': 2.4105210229754, 'lat': 48.86431136}",Paris,75056,
22016,Charles de Gaulle - Sablonville,OUI,26,20,6,3,3,OUI,OUI,2026-02-07T22:04:00+00:00,"{'lon': 2.2763770446181297, 'lat': 48.87991924860035}",Neuilly-sur-Seine,92051,
35020,Marcelle - Thalie,OUI,20,15,5,1,4,OUI,OUI,2026-02-07T22:04:19+00:00,"{'lon': 2.4137883, 'lat': 48.8835462}",Pantin,93055,
14136,Auguste Cain - Jean Moulin,OUI,40,36,3,1,2,OUI,OUI,2026-02-07T22:00:59+00:00,"{'lon': 2.3210415244102482, 'lat': 48.82577028927573}",Paris,75056,
25003,Henri Ste-Claire Déville - Paul Héroult,OUI,24,12,12,9,3,OUI,OUI,2026-02-07T22:01:08+00:00,"{'lon': 2.172411, 'lat': 48.892663}",Rueil-Malmaison,92063,
32302,Chemin Vert - Fraternité,OUI,20,13,2,0,2,OUI,OUI,2026-02-07T22:00:33+00:00,"{'lon': 2.4461565166711807, 'lat': 48.877141208359035}",Romainville,93063,
6025,Assas - Rennes,OUI,32,13,18,16,2,OUI,OUI,2026-02-07T22:03:58+00:00,"{'lon': 2.32851454623001, 'lat': 48.8492084999386}",Paris,75056,
11035,Parmentier - Abel Rabaud,OUI,52,39,12,1,11,OUI,OUI,2026-02-07T22:01:17+00:00,"{'lon': 2.371688821240712, 'lat': 48.86921273836114}",Paris,75056,
11030,Oberkampf - République,OUI,24,0,24,7,17,OUI,OUI,2026-02-07T22:04:37+00:00,"{'lon': 2.37611478491, 'lat': 48.86531608707}",Paris,75056,
15046,Parc Georges Brassens - Brancion,OUI,29,21,7,1,6,OUI,OUI,2026-02-07T22:04:07+00:00,"{'lon': 2.3022570088505745, 'lat': 48.83227829269761}",Paris,75056,
4201,Quai des Célestins - Henri IV,OUI,12,1,11,4,7,OUI,OUI,2026-02-07T22:04:45+00:00,"{'lon': 2.3624387532495, 'lat': 48.851290697625}",Paris,75056,
46001,Place Paul Eluard,OUI,19,14,5,0,5,OUI,OUI,2026-02-07T21:56:19+00:00,"{'lon': 2.4144977331161503, 'lat': 48.7672039733195}",Choisy-le-Roi,94022,
11039,Richard Lenoir - Jean-Pierre Timbaud,OUI,36,11,24,17,7,OUI,OUI,2026-02-07T22:04:45+00:00,"{'lon': 2.3693370749669, 'lat': 48.865804276686}",Paris,75056,
16040,Exelmans - Michel-Ange,OUI,33,19,13,9,4,OUI,OUI,2026-02-07T22:02:47+00:00,"{'lon': 2.2597770800669053, 'lat': 48.84309486651855}",Paris,75056,
11026,Chemin Vert - Saint-Maur,OUI,45,26,15,6,9,OUI,OUI,2026-02-07T22:02:52+00:00,"{'lon': 2.381299026310444, 'lat': 48.86112461407359}",Paris,75056,
17028,Reims - Raymond Pitet,OUI,37,18,19,16,3,OUI,OUI,2026-02-07T22:04:26+00:00,"{'lon': 2.296319, 'lat': 48.8888}",Paris,75056,
19024,Botzaris - Parc des Buttes Chaumont,OUI,20,18,1,0,1,OUI,OUI,2026-02-07T21:59:02+00:00,"{'lon': 2.381464, 'lat': 48.877951}",Paris,75056,
21301,Saint-Vincent - Verdun,OUI,34,19,14,10,4,OUI,OUI,2026-02-07T22:02:54+00:00,"{'lon': 2.254007756710053, 'lat': 48.819211549234495}",Issy-les-Moulineaux,92040,
41601,Général De Gaulle - Alouette,OUI,26,16,10,6,4,OUI,OUI,2026-02-07T21:59:37+00:00,"{'lon': 2.4175664, 'lat': 48.839109}",Saint-Mandé,94067,
19016,Hautpoul - Jean Jaurès,OUI,32,20,9,3,6,OUI,OUI,2026-02-07T22:01:02+00:00,"{'lon': 2.3865414544355, 'lat': 48.886393679436}",Paris,75056,
23006,Jules Guesde - Alsace,OUI,25,7,18,9,9,OUI,OUI,2026-02-07T22:04:43+00:00,"{'lon': 2.2950777411461, 'lat': 48.890566275506}",Levallois-Perret,92044,
32003,Wilson - Métallurgie,OUI,28,4,23,14,9,OUI,OUI,2026-02-07T22:03:47+00:00,"{'lon': 2.3584435880184174, 'lat': 48.909423010092326}",Saint-Denis,93066,
17105,Place Madeleine Daniélou,OUI,42,33,8,7,1,OUI,OUI,2026-02-07T22:02:19+00:00,"{'lon': 2.282015, 'lat': 48.883498}",Paris,75056,
21104,Madame de Sanzillon - Mozart,OUI,22,9,13,7,6,OUI,OUI,2026-02-07T22:00:07+00:00,"{'lon': 2.3187401890754704, 'lat': 48.90379820774301}",Clichy,92024,
19032,Villette - Belleville,OUI,48,13,34,13,21,OUI,OUI,2026-02-07T22:04:41+00:00,"{'lon': 2.376461327076, 'lat': 48.8726877314}",Paris,75056,
11042,Grand Prieuré - Crussol,OUI,49,18,30,14,16,OUI,OUI,2026-02-07T22:02:38+00:00,"{'lon': 2.3692265531829, 'lat': 48.864660627935}",Paris,75056,
17125,Marie-Georges Picquart - Pereire,OUI,32,24,8,7,1,OUI,OUI,2026-02-07T21:59:32+00:00,"{'lon': 2.3111706599593163, 'lat': 48.88863669349711}",Paris,75056,
32026,Leroy des Barres - Médiathèque,OUI,26,14,12,4,8,OUI,OUI,2026-02-07T22:02:33+00:00,"{'lon': 2.3681719727966, 'lat': 48.928253687082}",Saint-Denis,93066,
43005,Gare RER de Vincennes,OUI,51,40,9,3,6,OUI,OUI,2026-02-07T22:04:05+00:00,"{'lon': 2.433383166790009, 'lat': 48.847563015126106}",Vincennes,94080,
1013,Place du Palais Royal,OUI,67,9,56,47,9,OUI,OUI,2026-02-07T22:04:44+00:00,"{'lon': 2.3384822532535, 'lat': 48.862382970647}",Paris,75056,
21701,Larmeroux - Baudelaire,OUI,29,22,7,3,4,OUI,OUI,2026-02-07T22:03:22+00:00,"{'lon': 2.2809894804846, 'lat': 48.816939911292}",Vanves,92075,
8025,Miromesnil - La Boétie,OUI,35,23,11,6,5,OUI,OUI,2026-02-07T22:01:39+00:00,"{'lon': 2.3158480972052, 'lat': 48.873722412917}",Paris,75056,
22003,Beffroy,OUI,26,13,11,7,4,OUI,OUI,2026-02-07T22:03:38+00:00,"{'lon': 2.2613945603371, 'lat': 48.886591074488}",Neuilly-sur-Seine,92051,
7102,Mairie du 7ème,OUI,48,39,7,6,1,OUI,OUI,2026-02-07T21:58:57+00:00,"{'lon': 2.3192664, 'lat': 48.8577967}",Paris,75056,
11024,Mairie du 11ème,OUI,51,14,34,24,10,OUI,OUI,2026-02-07T22:04:07+00:00,"{'lon': 2.3789759, 'lat': 48.858925}",Paris,75056,
13002,Arago - Glacière,OUI,27,24,3,2,1,OUI,OUI,2026-02-07T22:02:06+00:00,"{'lon': 2.3445770524322067, 'lat': 48.83486054775774}",Paris,75056,
19022,Marché Secrétan,OUI,26,19,6,0,6,OUI,OUI,2026-02-07T21:55:55+00:00,"{'lon': 2.373463287949562, 'lat': 48.88125496379482}",Paris,75056,
12204,Prague - Théophile Roussel,OUI,34,2,30,24,6,OUI,OUI,2026-02-07T22:03:52+00:00,"{'lon': 2.3758223011125, 'lat': 48.850330563516}",Paris,75056,
13050,Quai Panhard et Levassor,OUI,57,5,50,50,0,OUI,OUI,2026-02-07T22:03:56+00:00,"{'lon': 2.3842737458056, 'lat': 48.828374828097}",Paris,75056,
19013,Laumière - Petit,OUI,34,29,4,0,4,OUI,OUI,2026-02-07T22:01:21+00:00,"{'lon': 2.380039058625698, 'lat': 48.88467368538326}",Paris,75056,
21008,Victor Hugo - Galliéni,OUI,34,5,28,26,2,OUI,OUI,2026-02-07T22:04:36+00:00,"{'lon': 2.2460845112801, 'lat': 48.838020154411}",Boulogne-Billancourt,92012,
8050,Boétie - Ponthieu,OUI,45,39,5,3,2,OUI,OUI,2026-02-07T22:04:39+00:00,"{'lon': 2.3076787590981, 'lat': 48.871417284355}",Paris,75056,
24001,Arche - Léonard de Vinci,OUI,28,10,18,3,15,OUI,OUI,2026-02-07T22:04:45+00:00,"{'lon': 2.2383723043644914, 'lat': 48.89790972494496}",Courbevoie,92026,
42504,Gare RER de Gentilly,OUI,30,17,12,3,9,OUI,OUI,2026-02-07T22:03:17+00:00,"{'lon': 2.3410347104072575, 'lat': 48.814280450380224}",Gentilly,94037,
10014,Marseille - Beaurepaire,OUI,55,8,45,40,5,OUI,OUI,2026-02-07T22:03:05+00:00,"{'lon': 2.3639265082738348, 'lat': 48.871624306962985}",Paris,75056,
20111,Villiers de l'Isle Adam - Pyrénées,OUI,20,16,4,0,4,OUI,OUI,2026-02-07T22:04:03+00:00,"{'lon': 2.396222, 'lat': 48.867362}",Paris,75056,
42010,Mairie d'Ivry-sur-Seine,OUI,53,8,44,31,13,OUI,OUI,2026-02-07T22:03:02+00:00,"{'lon': 2.3842826485633855, 'lat': 48.81057120969284}",Ivry-sur-Seine,94041,
15201,Place Amédée Gordini - Lefebvre,OUI,38,26,11,4,7,OUI,OUI,2026-02-07T22:03:57+00:00,"{'lon': 2.2920634208276, 'lat': 48.83061737745}",Paris,75056,
22006,Pierret - Madrid,OUI,28,6,22,14,8,OUI,OUI,2026-02-07T22:04:31+00:00,"{'lon': 2.260125767248034, 'lat': 48.882976576876565}",Neuilly-sur-Seine,92051,
11004,Charonne - Faubourg Saint-Antoine,OUI,34,6,26,21,5,OUI,OUI,2026-02-07T22:04:38+00:00,"{'lon': 2.3740932717919, 'lat': 48.852191909696}",Paris,75056,
42302,Aristide Briand - Gare de Bagneux,OUI,22,9,12,6,6,OUI,OUI,2026-02-07T22:01:24+00:00,"{'lon': 2.321148812770844, 'lat': 48.79387269664978}",Cachan,94016,
18201,Tristan Tzara -  Tchaïkovski,OUI,33,26,7,2,5,OUI,OUI,2026-02-07T21:59:55+00:00,"{'lon': 2.3648490384221077, 'lat': 48.89490221746837}",Paris,75056,
19029,Seine - Flandre,OUI,19,15,4,3,1,OUI,OUI,2026-02-07T22:01:08+00:00,"{'lon': 2.3746193200349808, 'lat': 48.886785741479684}",Paris,75056,
92008,Hôtel de Ville de Nanterre,OUI,38,30,7,3,4,OUI,OUI,2026-02-07T22:00:33+00:00,"{'lon': 2.205548956990242, 'lat': 48.892371898250424}",Nanterre,92050,
9032,Mathurins - Auber,OUI,36,31,3,0,3,OUI,OUI,2026-02-07T22:03:28+00:00,"{'lon': 2.3294984212276, 'lat': 48.872988840744}",Paris,75056,
41402,Victor Hugo - Ecoles,OUI,25,2,21,16,5,OUI,OUI,2026-02-07T22:03:44+00:00,"{'lon': 2.4180373930262093, 'lat': 48.80476007936134}",Alfortville,94002,
9005,Square d'Anvers,OUI,33,23,8,0,8,OUI,OUI,2026-02-07T22:00:00+00:00,"{'lon': 2.3448844062122, 'lat': 48.882633484311}",Paris,75056,
51004,Général Delambre - Prebuard,OUI,29,12,17,4,13,OUI,OUI,2026-02-07T22:02:29+00:00,"{'lon': 2.2234171606307, 'lat': 48.93870344444}",Argenteuil,95018,
20121,Boyer - Ménilmontant,OUI,19,13,6,0,6,OUI,OUI,2026-02-07T22:02:54+00:00,"{'lon': 2.3919824145635, 'lat': 48.868895162679}",Paris,75056,
18012,Stephenson - Doudeauville,OUI,36,30,6,0,6,OUI,OUI,2026-02-07T22:01:06+00:00,"{'lon': 2.3561610281467438, 'lat': 48.888537048944826}",Paris,75056,
42301,Gare Arcueil - Cachan,OUI,26,21,5,1,4,OUI,OUI,2026-02-07T22:02:28+00:00,"{'lon': 2.328171, 'lat': 48.799824}",Arcueil,94003,
14036,Boulard - Daguerre,OUI,45,41,4,1,3,OUI,OUI,2026-02-07T22:02:44+00:00,"{'lon': 2.3293386027216907, 'lat': 48.83446472680611}",Paris,75056,
43003,Hôpital Bégin,OUI,26,19,6,3,3,OUI,OUI,2026-02-07T22:02:48+00:00,"{'lon': 2.4272462725639, 'lat': 48.84571672113}",Vincennes,94080,
12009,Charenton - Diderot,OUI,18,5,13,8,5,OUI,OUI,2026-02-07T22:03:54+00:00,"{'lon': 2.3793068155646, 'lat': 48.846171461187}",Paris,75056,
26013,Quai du docteur Dervaux,OUI,26,12,12,9,3,OUI,OUI,2026-02-07T22:03:50+00:00,"{'lon': 2.297998, 'lat': 48.910482}",Asnières-sur-Seine,92004,
19008,Flandre - Alphonse Karr,OUI,26,8,17,4,13,OUI,OUI,2026-02-07T22:04:10+00:00,"{'lon': 2.381868, 'lat': 48.89465}",Paris,75056,
20043,Charonne - Avron,OUI,27,8,17,10,7,OUI,OUI,2026-02-07T22:01:15+00:00,"{'lon': 2.3984030470379, 'lat': 48.851602665222}",Paris,75056,
12027,Montgallet - Charenton,OUI,16,3,13,10,3,OUI,OUI,2026-02-07T22:04:06+00:00,"{'lon': 2.3861649278137, 'lat': 48.842647778701}",Paris,75056,
42015,Place Jean Ferrat,OUI,25,20,5,0,5,OUI,OUI,2026-02-07T21:57:15+00:00,"{'lon': 2.3744174838066106, 'lat': 48.8184945213025}",Ivry-sur-Seine,94041,
42029,Stalingrad - Germaine Tailleferre,OUI,28,14,11,6,5,OUI,OUI,2026-02-07T22:03:33+00:00,"{'lon': 2.3786691203713417, 'lat': 48.80257200481316}",Ivry-sur-Seine,94041,
32016,Place de la Porte de Paris,OUI,40,34,5,3,2,OUI,OUI,2026-02-07T22:04:04+00:00,"{'lon': 2.3564037680625916, 'lat': 48.93009363207303}",Saint-Denis,93066,
21313,Guynemer - Séverine,OUI,26,16,10,10,0,OUI,OUI,2026-02-07T21:57:19+00:00,"{'lon': 2.2790706530213356, 'lat': 48.83091743371036}",Issy-les-Moulineaux,92040,
31010,Stalingrad - Désiré Chevalier,OUI,42,31,9,0,9,OUI,OUI,2026-02-07T22:04:15+00:00,"{'lon': 2.445072233676911, 'lat': 48.85670169739857}",Montreuil,93048,
28001,Richard Wallace - Place du 8 Mai 1945,OUI,30,28,1,0,1,OUI,OUI,2026-02-07T21:58:44+00:00,"{'lon': 2.2420343756675725, 'lat': 48.87866794788021}",Puteaux,92062,
19125,Place de l'Édit de Nantes,OUI,30,20,8,3,5,OUI,OUI,2026-02-07T22:02:41+00:00,"{'lon': 2.3785, 'lat': 48.88879}",Paris,75056,
18110,Departement - Pajol,OUI,19,7,11,4,7,OUI,OUI,2026-02-07T22:04:05+00:00,"{'lon': 2.3613611608743668, 'lat': 48.886674849730184}",Paris,75056,
19205,Simon Bolivar - Henri Turot,OUI,23,17,6,1,5,OUI,OUI,2026-02-07T22:04:23+00:00,"{'lon': 2.3739709492211, 'lat': 48.877475489801}",Paris,75056,
10113,Parmentier - Hôpital Saint-Louis,OUI,43,35,7,2,5,OUI,OUI,2026-02-07T22:02:36+00:00,"{'lon': 2.3698963836667, 'lat': 48.871379874257}",Paris,75056,
5123,Saint-Germain - Thenard,OUI,31,14,17,16,1,OUI,OUI,2026-02-07T22:03:02+00:00,"{'lon': 2.3471015, 'lat': 48.850571}",Paris,75056,
43402,Place de Verdun,OUI,40,26,14,12,2,OUI,OUI,2026-02-07T22:00:14+00:00,"{'lon': 2.473775, 'lat': 48.8202823}",Joinville-le-Pont,94042,
4015,Mairie du 4ème,OUI,44,22,21,14,7,OUI,OUI,2026-02-07T22:02:35+00:00,"{'lon': 2.3563823103905, 'lat': 48.855949910497}",Paris,75056,
12013,Montgallet - Reuilly,OUI,15,7,8,6,2,OUI,OUI,2026-02-07T22:02:58+00:00,"{'lon': 2.3896481, 'lat': 48.844291}",Paris,75056,
31203,Henri Barbusse,OUI,30,18,12,11,1,OUI,OUI,2026-02-07T21:59:16+00:00,"{'lon': 2.3982878482409, 'lat': 48.932092978246}",La Courneuve,93027,
16111,Faustin Hélie - Desbordes-Valmore,OUI,33,26,5,2,3,OUI,OUI,2026-02-07T22:00:43+00:00,"{'lon': 2.276522, 'lat': 48.859403}",Paris,75056,
9021,Saint Georges - d'Aumale,OUI,23,13,9,7,2,OUI,OUI,2026-02-07T22:01:14+00:00,"{'lon': 2.337429821491241, 'lat': 48.87778639599673}",Paris,75056,
